"BehaviorSpace results (NetLogo 6.2.0)"
"PDv1.0.nlogo"
"experiment 1"
"08/15/2021 14:20:13:919 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","rounds-per-GA-event","cost-of-memory","split-finetune","err-p-magnitude","wildcard-finetune","duplication-finetune","population","win-lose-payout","duplication-p-magnitude","point-finetune","point-p-magnitude","lose-win-payout","error-finetune","split-p-magnitude","update-visuals?","assume-cooperation?","wildcard-p-magnitude","lose-lose-payout","turnover-rate","win-win-payout","[step]","first strategy-count","last strategy-count"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","75","[[1 1 0 1] [1 1] [1 0 1 0] [0 1 1 1] [1 1 1 1] [0 1 0 1] [1 0] [1 1 0 1] [1 1 0 1] [0 1 1 1] [1 0 1 1 1 0 1 1] [1 0 1 1 1 0 1 1]]","[41 19 13 8 4 4 3 2 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","75","[[1 1] [1 0] [0 1 0 1] [1 1 1 1] [1 1 0 1] [1 0 1 0] [0 0] [0 1] [1 1 0 1] [0 1] [1 1 0 1] [0 1]]","[33 25 14 8 6 5 2 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","76","[[1 0] [1 1 1 1] [1 1] [0 0] [1 1 1 1 1 1 1 1] [0 1 0 1] [1 1 1 1 1 1 1 1] [1 0 0 1] [1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1]]","[38 22 16 7 7 3 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","76","[[0 0] [0 1 0 1] [0 1] [1 1] [1 0] [1 0] [0 1 1 1] [0 1 1 1] [0 0 0 0] [0 0 0 0] [0 0 0 0] [0 0 0 0] [0 1 1 1]]","[39 29 11 4 4 3 2 2 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","77","[[0 1] [0 0] [0 1] [1 1 1 1] [0 0] [0 1 0 1] [1 1 1 1 1 1 1 1] [1 0 1 0] [1 1 0 1] [1 0 0 1] [1 0 0 1]]","[31 17 12 12 7 7 5 3 3 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","77","[[1 1] [0 1] [0 1] [1 1 1 1] [1 0 1 0] [1 1 0 1] [0 1] [0 1] [1 0] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [0 1]]","[35 31 14 5 3 2 2 2 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","78","[[1 0 0 1] [1 1] [0 0 1 1] [1 1 1 1] [1 1 1 1 1 1 1 1] [1 0 1 0] [0 1] [1 0] [1 0 0 1] [1 0 0 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1]]","[32 17 13 12 8 6 3 3 3 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","78","[[1 0] [1 1] [0 1] [1 1 1 1] [0 0] [1 1 1 1] [0 0] [1 1 1 1] [1 1 0 1] [1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1] [1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1] [1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1]]","[37 35 9 4 3 3 2 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","79","[[1 0] [1 1] [1 1 1 1] [0 1] [1 1 0 1] [0 0] [1 0 1 0] [0 0 1 1] [0 1 0 1] [1 1 0 1] [1 1 0 1] [1 1 0 1]]","[27 26 13 10 9 6 3 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","79","[[1 1] [1 0] [0 1] [0 1] [1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1] [0 1] [1 1 0 1] [1 0 1 0] [1 0 1 0] [1 0 1 0] [0 1] [1 0 1 0] [1 0 1 0]]","[43 35 5 4 2 2 2 2 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","80","[[1 0] [1 1] [1 0 1 0] [1 0 1 0 1 0 1 0] [0 0] [0 1] [1 1 0 1] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [1 1 1 0] [0 0 0 0] [1 1 0 1] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0]]","[31 30 9 8 5 4 3 3 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","80","[[1 0] [0 1] [1 1 1 1] [0 0] [1 1] [1 1] [0 1] [0 1] [0 1] [0 1] [0 1] [0 1]]","[47 29 7 5 5 1 1 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","81","[[1 1] [1 0] [0 0 1 0] [0 0 1 0] [1 1 0 1] [1 0 1 0] [1 0 1 0] [1 0 0 1] [1 0 1 0] [0 0] [0 0 1 0] [0 0 1 0] [0 0 1 0] [1 0 1 0] [1 1 1 0] [1 0 1 0] [1 0 1 0]]","[30 28 12 6 5 3 2 2 2 2 2 1 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","81","[[0 0] [0 1 0 1] [0 1] [1 0] [0 1] [1 1] [1 1 1 1] [1 0 1 1] [1 0 1 1] [1 0 1 1]]","[43 30 9 6 5 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","82","[[1 1] [1 0] [0 0] [0 1] [1 1 0 1] [1 0 1 0] [1 1 1 1] [0 0 0 0] [1 0 1 0] [0 0 0 0] [1 0 1 0] [1 0 1 0] [0 0 0 0] [1 0 1 0] [0 0 0 0]]","[35 24 13 6 5 3 2 2 2 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","82","[[1 1] [1 0] [0 1] [0 0] [1 0] [1 1 1 1] [1 1 0 1 1 0 0 1] [1 0 1 1] [1 0 1 1]]","[45 31 6 6 5 3 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","83","[[0 1 0 1 0 1 0 1] [1 1 1 1] [1 0] [1 0 1 0] [0 1] [1 1 1 1] [0 1] [1 1] [0 1] [0 1] [1 1 1 0] [0 0 0 0] [1 1 1 1] [1 1 1 1] [1 1 1 1]]","[37 22 14 6 5 3 2 2 2 2 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","83","[[1 0] [1 1] [0 1] [0 0] [0 1] [0 1 0 1] [0 1 0 1] [1 1 0 1 0 0 0 1 1 1 0 1 0 0 0 1]]","[42 37 6 6 4 3 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","84","[[1 1] [1 0] [0 0] [0 1] [1 1 1 1] [1 0 1 0] [0 1 0 1] [0 0 0 0] [0 1 0 1] [1 0 0 1 1 0 0 1] [1 0 0 1 1 0 0 1] [1 0 0 1 1 0 0 1] [1 0 0 1 1 0 0 1]]","[35 26 11 8 5 4 3 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","84","[[1 0] [1 1] [0 0] [1 0 1 0] [1 1] [1 1 1 0] [1 1 1 1] [1 1 1 0] [1 1 1 0]]","[39 37 9 5 5 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","85","[[1 0 1 0] [0 1] [1 1 1 0] [1 1] [0 0] [0 0 0 1] [1 0 1 0] [1 1 0 1] [0 0] [0 0 0 1] [0 0] [0 0 0 1] [0 0 0 1]]","[34 20 13 13 6 4 2 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","85","[[1 1] [1 0] [0 0] [1 0 1 0] [1 0 1 0] [1 0 1 0] [1 1 1 1] [1 1 1 1] [1 1 1 1]]","[42 37 12 2 2 2 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","86","[[1 1] [1 0] [0 0] [0 1] [1 1 1 1] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0] [0 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0]]","[36 17 16 15 6 5 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","86","[[1 0] [1 1 1 1] [0 0] [1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1]]","[50 29 13 4 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","87","[[1 1 1 1] [1 0 1 0] [0 1] [1 0] [1 1 1 1 1 1 1 1] [0 0] [0 0 0 0] [1 1] [0 0] [0 0]]","[36 20 17 10 7 4 3 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","87","[[1 1] [1 0] [0 0] [1 1 1 1] [0 0 0 0] [0 1] [1 1 1 1 1 1 1 1]]","[49 29 11 5 3 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","88","[[1 1] [1 0] [0 0] [0 0 0 0] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [0 1 0 1] [0 1]]","[47 29 10 4 4 3 2 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","88","[[1 1 1 1] [1 0] [0 1 0 1] [1 1 1 1] [1 1] [0 0] [0 1] [0 1] [0 0 1 0] [0 0] [0 0]]","[35 21 16 9 6 6 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","89","[[1 1] [1 0] [1 1 1 1] [0 0] [0 1 0 1] [1 1 1 1] [0 1] [1 1 1 1] [0 1]]","[43 28 10 6 5 5 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","89","[[1 1] [0 1] [1 1 1 1] [0 0] [1 0] [1 0 1 0] [0 0 1 0] [0 0] [1 0 1 0 1 0 1 0] [0 1 0 1] [0 0 1 0]]","[31 18 14 9 8 6 6 3 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","90","[[1 1] [1 0] [0 1] [0 1 0 1] [1 0 1 0] [0 0 0 0] [1 1 1 1] [0 0] [1 0 1 0]]","[42 26 8 7 6 4 3 2 2]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","90","[[1 1] [0 1] [0 0] [0 1] [0 0 0 1] [0 0 0 0] [1 0 1 0] [0 0 0 0] [0 0 0 1] [1 1 1 1 1 1 1 1]]","[35 20 9 9 7 7 5 4 2 2]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","91","[[1 1 1 1] [0 0] [1 0] [1 0 1 0] [1 1] [0 0] [1 0 1 1] [0 0 0 0] [0 0 0 0]]","[37 31 11 6 6 4 3 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","91","[[1 1] [0 1] [0 0] [1 0] [0 0 0 1] [1 1 1 1 1 1 1 1] [1 1 1 1] [0 0 0 0] [0 0 0 0] [0 1 0 1] [1 0 1 0] [0 1 0 1]]","[41 17 10 8 6 5 4 3 2 2 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","92","[[1 0] [1 1] [0 1] [1 1 1 1] [1 0 1 0] [0 0 0 0] [1 0 1 0]]","[39 36 10 8 5 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","92","[[1 1] [0 0 0 1] [1 1 1 1] [1 0 1 0] [0 0] [0 1] [1 0] [0 1 0 1] [1 1 1 1] [1 1 1 1] [0 1 1 1]]","[39 18 10 7 6 5 4 4 4 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","93","[[1 0] [1 1] [1 1 1 1] [0 0] [0 1] [1 0 1 0]]","[40 36 9 8 4 3]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","93","[[1 1] [1 1 1 1] [1 1 1 1] [0 1 0 1] [0 1 0 1] [0 0] [0 0 0 1] [1 0 1 0] [0 1 1 1] [0 1 1 1] [0 0 0 1] [0 0 1 0]]","[30 25 10 10 5 5 4 3 3 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","94","[[1 0] [1 1] [0 0] [0 1] [1 1 1 1] [1 0 1 0] [1 0 1 0 1 0 1 0] [1 0 1 0 1 0 1 0]]","[40 35 9 6 5 3 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","94","[[1 1 1 1] [1 0 1 0] [0 1 1 1 0 1 1 1] [0 0] [0 1] [1 0 1 0 1 0 1 0] [1 1 1 1 1 1 1 1] [1 1] [1 0] [1 0 1 0] [1 1 1 1] [1 1 1 1] [1 0 1 0] [1 1 1 1]]","[28 23 11 9 8 6 4 2 2 2 2 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","95","[[0 0] [1 0] [0 1] [1 1] [1 0 1 0] [1 0 1 0] [0 0 1 1]]","[38 31 15 7 4 4 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","95","[[1 1 0 1] [0 0 1 0] [0 1 0 1] [0 0] [0 1 1 1 0 1 1 1] [1 1] [1 0 1 0 1 0 1 0] [0 1] [1 1 0 1] [1 1 1 1] [0 1 0 1] [1 1 0 1] [0 1 0 1] [1 1 0 1] [0 1 0 1] [0 1 0 1] [0 1 0 1]]","[29 24 10 7 6 4 3 3 3 3 2 1 1 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","96","[[1 0] [0 0] [1 1] [0 1] [1 1 1 1] [1 0 1 0] [0 0 1 1]]","[38 34 14 8 3 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","97","[[1 0 1 0] [0 0 1 1] [1 0] [1 1] [0 1 1 1] [0 0] [0 1 1 1] [0 1]]","[37 36 12 6 4 3 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","96","[[0 1] [0 0] [1 1] [0 1 1 1 0 1 1 1] [0 1 0 1] [0 1 1 1] [1 1 1 0] [1 1 1 0] [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1] [1 1 1 0] [0 1 0 1] [0 1 1 1] [0 1 1 1] [0 1 1 1] [1 1 1 0]]","[36 23 7 5 4 4 3 3 3 3 2 2 2 2 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","98","[[1 1] [1 0] [0 1] [1 1 1 1] [1 1 1 0] [0 0] [1 1 1 0]]","[36 30 10 10 8 4 2]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","97","[[1 0] [0 1 1 1] [0 1] [1 1] [1 1 1 0 1 1 1 0] [0 0] [0 1 0 1 0 1 0 1] [0 0] [1 1 1 1] [0 1 0 1 0 1 0 1] [0 0] [0 0] [0 1 0 1 0 1 0 1] [1 0 1 0] [1 1 1 0 1 1 1 0] [0 1 0 1 0 1 0 1]]","[36 20 8 7 6 4 4 3 2 2 2 2 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","99","[[1 1] [1 1 1 1] [1 1 1 0] [0 0] [1 0 1 0] [1 1 1 1] [0 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1] [1 1 1 1 1 1 1 1]]","[33 25 13 13 6 4 2 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","98","[[0 1 1 1] [0 1] [1 1] [1 1] [0 0] [0 1 0 1] [1 1 1 1] [1 0 1 0] [0 1 0 1 0 1 0 1] [0 1 1 1] [0 1 0 1] [0 1 0 1] [0 1 0 1]]","[37 20 8 7 7 6 4 4 3 1 1 1 1]"
"2","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","false","1","0.3","0.25","0.6","100","[[1 0 1 0] [1 1 1 1] [0 0] [1 1] [0 1] [1 0] [1 1 1 0] [0 1] [1 1 1 0] [1 1 1 0] [1 1 1 0] [1 1 1 0]]","[32 26 14 13 4 3 3 1 1 1 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","99","[[1 1] [0 1] [1 0 1 0] [1 0 1 0] [0 1 0 1] [0 1 1 1] [1 1 1 1 1 1 1 1] [0 0] [0 1 0 1] [0 1 1 1 0 1 1 1] [0 1 1 1 0 1 1 1] [1 1 1 1 1 1 1 1]]","[39 20 12 7 5 5 3 3 2 2 1 1]"
"1","1","0.5","1","1","1","1","100","1","2","2","2","0","1","2","false","true","1","0.3","0.25","0.6","100","[[0 1 1 1] [0 1] [0 0 0 0] [1 1 1 1] [1 1] [1 0] [0 0] [0 1 0 1] [0 1 1 1] [0 1 1 1] [0 0] [0 1 1 1] [0 1 1 1]]","[36 22 13 10 6 4 2 2 1 1 1 1 1]"
